n_cells,seed,dist,metric,method
20,11,0.035421888053467,quartet_distance,dlca_nj
20,11,0.14962406015037594,triplet_distance,dlca_nj
20,11,0.0,rootsplit_distance,dlca_nj
20,11,0.1111111111111111,transfer_distance,dlca_nj
20,11,0.1111111111111111,rf_distance,srnj1
20,11,0.016040100250626566,quartet_distance,srnj1
20,11,0.005263157894736842,triplet_distance,srnj1
20,11,0.0,rootsplit_distance,srnj1
20,11,0.1111111111111111,transfer_distance,srnj1
20,11,0.1111111111111111,rf_distance,srnj
20,11,0.03976608187134503,quartet_distance,srnj
20,11,0.19699248120300752,triplet_distance,srnj
20,11,0.0,rootsplit_distance,srnj
20,11,0.05555555555555555,transfer_distance,srnj
20,11,0.16666666666666666,rf_distance,srnj_maxlca
20,11,0.04277360066833751,quartet_distance,srnj_maxlca
20,11,0.19774436090225564,triplet_distance,srnj_maxlca
20,11,0.0,rootsplit_distance,srnj_maxlca
20,11,0.1111111111111111,transfer_distance,srnj_maxlca
20,11,0.5,rf_distance,snj
20,11,0.17309941520467836,quartet_distance,snj
20,11,0.3075187969924812,triplet_distance,snj
20,11,0.0,rootsplit_distance,snj
20,11,0.5555555555555556,transfer_distance,snj
20,11,0.2777777777777778,rf_distance,fastme
20,11,0.07418546365914787,quartet_distance,fastme
20,11,0.16466165413533834,triplet_distance,fastme
20,11,0.0,rootsplit_distance,fastme
20,11,0.2222222222222222,transfer_distance,fastme
20,11,0.2777777777777778,rf_distance,anj
20,11,0.09991645781119465,quartet_distance,anj
20,11,0.17894736842105263,triplet_distance,anj
20,11,0.1111111111111111,rootsplit_distance,anj
20,11,0.3333333333333333,transfer_distance,anj
20,12,0.1111111111111111,rf_distance,nj
20,12,0.015705931495405178,quartet_distance,nj
20,12,0.004511278195488722,triplet_distance,nj
20,12,0.0,rootsplit_distance,nj
20,12,0.1111111111111111,transfer_distance,nj
20,12,0.0,rf_distance,dlca_nj
20,12,0.0,quartet_distance,dlca_nj
20,12,0.0,triplet_distance,dlca_nj
20,12,0.0,rootsplit_distance,dlca_nj
20,12,0.0,transfer_distance,dlca_nj
20,12,0.1111111111111111,rf_distance,srnj1
20,12,0.013032581453634085,quartet_distance,srnj1
20,12,0.0037593984962406013,triplet_distance,srnj1
20,12,0.0,rootsplit_distance,srnj1
20,12,0.1111111111111111,transfer_distance,srnj1
20,12,0.16666666666666666,rf_distance,srnj
20,12,0.021052631578947368,quartet_distance,srnj
20,12,0.006015037593984963,triplet_distance,srnj
20,12,0.0,rootsplit_distance,srnj
20,12,0.16666666666666666,transfer_distance,srnj
20,12,0.0,rf_distance,srnj_maxlca
20,12,0.0,quartet_distance,srnj_maxlca
20,12,0.0,triplet_distance,srnj_maxlca
20,12,0.0,rootsplit_distance,srnj_maxlca
20,12,0.0,transfer_distance,srnj_maxlca
20,12,0.2777777777777778,rf_distance,snj
20,12,0.0761904761904762,quartet_distance,snj
20,12,0.031578947368421054,triplet_distance,snj
20,12,0.0,rootsplit_distance,snj
20,12,0.2777777777777778,transfer_distance,snj
20,12,0.1111111111111111,rf_distance,fastme
20,12,0.015705931495405178,quartet_distance,fastme
20,12,0.004511278195488722,triplet_distance,fastme
20,12,0.0,rootsplit_distance,fastme
20,12,0.1111111111111111,transfer_distance,fastme
20,12,0.05555555555555555,rf_distance,anj
20,12,0.008020050125313283,quartet_distance,anj
20,12,0.002255639097744361,triplet_distance,anj
20,12,0.0,rootsplit_distance,anj
20,12,0.05555555555555555,transfer_distance,anj
20,13,0.2222222222222222,rf_distance,nj
20,13,0.03976608187134503,quartet_distance,nj
20,13,0.11729323308270677,triplet_distance,nj
20,13,0.0,rootsplit_distance,nj
20,13,0.16666666666666666,transfer_distance,nj
20,13,0.2222222222222222,rf_distance,dlca_nj
20,13,0.03976608187134503,quartet_distance,dlca_nj
20,13,0.07518796992481203,triplet_distance,dlca_nj
